"accession","description","I_mean","VC_mean","I_SD","VC_SD","p.val","q.val","p.adj","IvsVC.FC","direction","negLog10P"
"MGST1","Microsomal glutathione S-transferase 1 ",0.232970777603989,0.224830010448477,0.0214998790853467,0.0152843366751477,0.62130800523347,0.455260107399224,0.786837108434012,0.0513143833567116,"NS",0.206693050690241
"MGST3","Microsomal glutathione S-transferase 3 ",0.353136929657967,0.717721559531252,0.25001043640317,0.126856959589515,0.0874085488309754,0.194481510817904,0.336127121899673,-1.02319655795665,"NS",1.05844608992216
"MIA2","Melanoma inhibitory activity protein 2 ",0.0288852224900405,0.040994581621889,0.00995085521370447,0.0160886360133501,0.329720332162185,0.339959767890976,0.587560729358316,-0.505101629794847,"NS",0.481854271317321
"MIA40","Mitochondrial intermembrane space import and assembly protein 40 ",0.216507322869422,0.140685672743927,0.0232676735501478,0.0164026609011266,0.00993225124527301,0.0919135422240699,0.158856408927776,0.621940407902122,"Up",2.00295230310704
"MIC10","MIC",0.332582663466254,0.266787953372517,0.0806914197450871,0.0119761205444004,0.234935557007085,0.29448873953401,0.508972045903691,0.318019443146896,"NS",0.629051248682855
"MIC13","MIC",0.00807945387569877,0.0728992884761556,0.00678812981254491,0.0615430019538378,0.143997763540992,0.242482171673584,0.419087830682982,-3.17357504983322,"NS",0.841644252969672
"MIC19","MIC",0.720880951576786,0.527537730137051,0.00266071336941456,0.0389029415921989,0.00100996337080841,0.0673829587917818,0.116459605381062,0.450486747383478,"Up",2.99569437685523
"MIC25","MIC",0.0863665298541361,0.0790984516162943,0.0236832186487594,0.0120412061275057,0.660332368021683,0.470715167594615,0.813548464595405,0.126822870680085,"NS",0.180237414057182
"MIC26","MIC",0.243349582704507,0.206629044891736,0.0154708972617304,0.0188396046582839,0.0594823636854592,0.168419664163082,0.291083798909047,0.235987239242863,"NS",1.22561178199347
"MIC27","MIC",0.309352890159632,0.33685479931125,0.0276280403027469,0.0123806619229374,0.190738575703279,0.270852712205851,0.468121325413377,-0.122873341617393,"NS",0.719561464684262
"MIC60","MIC",0.767225845281981,0.750142956459123,0.0972722866079472,0.0335329850956554,0.787956985801441,0.515948779997685,0.891726816286664,0.0324857612592238,"NS",0.103497489793385
"MICA1","[F-actin]-monooxygenase MICAL1 ",0.108452788538587,0.173298811631881,0.0163839732223266,0.0570879461995769,0.131584703845943,0.234405402521312,0.405128554256221,-0.676194613419405,"NS",0.880794592647584
"MICU1","Calcium uptake protein 1, mitochondrial ",0.0618237658818072,0.215531153418611,0.0450469735104843,0.0420713001696562,0.0124548153458808,0.0970700741982751,0.167768568465122,-1.80166297406112,"Down",1.9046627068958
"MICU2","Calcium uptake protein 2, mitochondrial ",0.0567921307925706,0.10669919531859,0.018143546795106,0.0470276854955989,0.161511875737911,0.253034307290553,0.437325343132934,-0.909786349406266,"NS",0.791795539104864
"MIEN1","Migration and invasion enhancer 1 ",0.398844740734814,0.212856244968423,0.0924918405320096,0.0274045787915848,0.0288513572953566,0.12747200449979,0.220312963505384,0.905947836480929,"Up",1.53983375089584
"MIF","Macrophage migration inhibitory factor ",3.90084603732401,2.28916916417246,0.536161797199467,0.0874904490347279,0.00679834454296793,0.0855514225711133,0.14786060290418,0.7689629791125,"Up",2.16759682896774
"MILK1","MICAL-like protein 1 ",0.000365929296025365,0.00296611052426571,0.000230835581396497,0.00250099879497802,0.147414540342902,0.243917355176588,0.421568293212473,-3.01893553051231,"NS",0.831459677404748
"MIPEP","Mitochondrial intermediate peptidase ",0.0369912152197049,0.0426435554149748,0.00264367413527667,0.0100607547007765,0.399914868301627,0.366473526537886,0.633385102828311,-0.205145032054099,"NS",0.398032449076494
"MIRO1","Mitochondrial Rho GTPase 1 ",0.0655220816353747,0.0447701635948852,0.0261740501485022,0.00611015091408001,0.252107528886104,0.302985306054042,0.523656868324068,0.549443602092487,"NS",0.59841418445102
"MIRO2","Mitochondrial Rho GTPase 2 ",0.0787305898048097,0.0673694509625064,0.0310787053829072,0.0167752428577592,0.607107156359861,0.450454627315442,0.778531680410983,0.224829744203587,"NS",0.216734647790401
"MITOK","Mitochondrial potassium channel ",0.0362922477700553,0.0361175697863097,0.0102120724023228,0.00595211375230363,0.980805327821963,0.573985030741278,0.99203227898207,0.00696059065622499,"NS",0.00841718369291686
"MIX23","Protein MIX23 ",0.381990000427131,0.204807312627218,0.0658654529848932,0.07239859032441,0.0349999815718024,0.137109183673686,0.23696913449732,0.899267644935952,"Up",1.45593218431449
"MK01","Mitogen-activated protein kinase 1 ",0.356147590954846,0.231370711261871,0.0554734892087739,0.0548460253665313,0.0503077916632093,0.1587808707288,0.274424837951651,0.62226898344401,"NS",1.29836474627059
"MK03","Mitogen-activated protein kinase 3 ",0.146442839051819,0.102090405740218,0.0311191106796379,0.0452513179742708,0.234432104100501,0.294270969627721,0.508595668881889,0.520490357321442,"NS",0.629982914501346
"MK08","Mitogen-activated protein kinase 8 ",0.0235924287019786,0.0282889710760144,0.00413171593225529,0.00175810621729709,0.144271938897811,0.242714887506951,0.419490039113806,-0.261915760906367,"NS",0.840818131601816
"MK09","Mitogen-activated protein kinase 9 ",0.0424804836366149,0.0566140248019323,0.00775128013255111,0.0140608519295015,0.202023742994039,0.278582901119611,0.4814815987905,-0.414359300128934,"NS",0.69459758676456
"MKLN1","Muskelin ",0.00132153130512009,0.00396351205791818,0.000812819959439521,0.00101796533443369,0.024608661816774,0.121007225717898,0.209139729214181,-1.58456876471874,"Down",1.60891200195717
"ML12B","Myosin regulatory light chain 12B ",4.73321237205063,3.68651857985623,0.392715510219567,0.580607287692794,0.0609155193202568,0.169576254081315,0.293082761374933,0.360560626970135,"NS",1.21527204896786
"MLEC","Malectin ",0.371188603736973,0.314300928357986,0.073670554422416,0.0736867611071964,0.397881405890102,0.365904550131955,0.632401727077319,0.240005883938714,"NS",0.400246356174076
"MLF2","Myeloid leukemia factor 2 ",0.0240363785491085,0.0213899862655652,0.0115833092634596,0.00628559770441614,0.745516968311194,0.502159392063456,0.867894281977371,0.168283992024649,"NS",0.127542467355112
"MLP3A","Microtubule-associated proteins 1A/1B light chain 3A ",0.437879534078542,0.2893144348041,0.117089859115486,0.0395274330098419,0.10575904033336,0.211159154168349,0.364951498242076,0.597895716029971,"NS",0.975682498666086
"MLRS","Myosin regulatory light chain 2, skeletal muscle isoform ",25.8263563673175,18.3910203937509,2.47895431350084,4.06536951007816,0.0538341303303704,0.162820612428881,0.281406821715331,0.489842592191312,"NS",1.2689422984144
"MLRV","Myosin regulatory light chain 2, ventricular/cardiac muscle isoform ",0.207884892276408,0.202592308855142,0.0381944319985912,0.00974689246277145,0.827520324003773,0.526781592388594,0.91044942922669,0.0372055111022967,"NS",0.0822213310938793
"MMAB","Corrinoid adenosyltransferase ",0.0625419088177092,0.0267596281966147,0.00734589681634588,0.0182457802948603,0.0344814998537313,0.136868395646764,0.236552974698185,1.224765180841,"Up",1.4624138517791
"MMP14","Matrix metalloproteinase-14 ",0.00818788018301255,0.106214517059779,0.0104677673164478,0.130525010078111,0.264498288148431,0.311543440839334,0.538448100673672,-3.69734716142675,"NS",0.577577134404206
"MMS19","MMS19 nucleotide excision repair protein homolog ",0.000832852344212279,0.00430542344765381,0.000688588763854849,0.00573498447221701,0.356538292062968,0.351494068311635,0.607495741109394,-2.37002248774276,"NS",0.447893820262083
"MMSA","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial ",0.159178898076607,0.155374974017614,0.00565409088188084,0.00273504491167573,0.353378081091237,0.350621364812028,0.605987426440503,0.0348949442859336,"NS",0.451760391887386
"MOB2","MOB kinase activator 2 ",0.0704131888545781,0.036704685117829,0.0300099068969531,0.010026175231577,0.138749800526582,0.238030853392371,0.411394509111019,0.939881454869017,"NS",0.857767632567572
"MOES","Moesin ",4.58648272720937,4.6600821490637,0.204260173702223,0.818595272307561,0.887214591253762,0.548681046547059,0.948298788101483,-0.022967180751091,"NS",0.0519713243331029
"MOGS","Mannosyl-oligosaccharide glucosidase ",0.0653178573922085,0.0551703986717199,0.0240958868693138,0.00921409531730355,0.533080942087372,0.421330742656179,0.728196162716338,0.243583061561528,"NS",0.273206843444344
"MON2","Protein MON2 homolog ",0.0323181482700788,0.0363892014457583,0.0182210924584639,0.00947059794408154,0.748606724634069,0.503860293641673,0.870833991514368,-0.171165853358422,"NS",0.125746275994838
"MOT1","Monocarboxylate transporter 1 ",0.252063362608642,0.240200456151158,0.0315834863177752,0.0523736237384706,0.75378530335538,0.504870951340763,0.872580735779117,0.0695475470286542,"NS",0.122752334296712
"MP2K1","Dual specificity mitogen-activated protein kinase kinase 1 ",0.279144303099243,0.248983096569847,0.025580153737443,0.037445034418568,0.313492805425315,0.334473387393118,0.578078484600775,0.164963312019733,"NS",0.503772421659226
"MP2K2","Dual specificity mitogen-activated protein kinase kinase 2 ",0.0758327535191811,0.0483401338673492,0.0520748417525686,0.00819130331472971,0.417437923833848,0.374993695067425,0.64811071717535,0.649599640396996,"NS",0.379408098242287
"MP2K4","Dual specificity mitogen-activated protein kinase kinase 4 ",0.0255261589482822,0.0423910147045898,0.00813018874138971,0.0037927491172408,0.0311980314934689,0.131061300016895,0.226516430183209,-0.731782035913143,"Down",1.50587280785639
"MPC2","Mitochondrial pyruvate carrier 2 ",0.143488641754636,0.159743401361257,0.0275887152091592,0.0124390803085209,0.404875017044031,0.369303143217851,0.638275598108382,-0.154819797079203,"NS",0.392679020699264
"MPCP","Phosphate carrier protein, mitochondrial ",7.85372945058554,8.03047992757177,0.774448879860852,0.953965999443594,0.815516419566165,0.523536660951973,0.904841135358722,-0.0321083103214844,"NS",0.0885672904726407
"MPI","Mannose-6-phosphate isomerase ",0.344029805570602,0.45039069274205,0.0558212267370025,0.0293646122332104,0.0432110730184793,0.148036468207361,0.255855025937776,-0.388643454117036,"Down",1.3644049491431
"MPPA","Mitochondrial-processing peptidase subunit alpha ",0.156860916530667,0.136805691209696,0.0182388935455634,0.00616644990932147,0.145523769792915,0.242934005520411,0.419868746101997,0.19735768658691,"NS",0.837066063401314
"MPPB","Mitochondrial-processing peptidase subunit beta ",0.217341077830484,0.171848900132419,0.0574295414435946,0.00859539735127887,0.246331435419189,0.30054218715583,0.519434366553792,0.338820253886648,"NS",0.608480162428282
"MPRD","Cation-dependent mannose-6-phosphate receptor ",0.265263007056848,0.259415903414001,0.106139030682264,0.0267785770702483,0.930734974354457,0.561829631197633,0.971023806521305,0.0321565685153185,"NS",0.0311739662378214
"MPRI","Cation-independent mannose-6-phosphate receptor ",0.0612550838462483,0.0722519802127411,0.0209448686919903,0.00207456147079245,0.416661256916583,0.374993695067425,0.64811071717535,-0.238207543051073,"NS",0.380216880367274
"MPRIP","Myosin phosphatase Rho-interacting protein ",0.030048482822266,0.0156504108584002,0.0149924710058647,0.0111283313434188,0.252596292060769,0.302985306054042,0.523656868324068,0.941091618033363,"NS",0.597573028877151
"MPU1","Mannose-P-dolichol utilization defect 1 protein ",0.187579727872971,0.103875692906654,0.120393054522111,0.0463468851952801,0.323971480760341,0.338393161060439,0.584853124697686,0.852645820678743,"NS",0.489493219094485
"MPV17","Protein Mpv17 ",0.000196116756697756,0.0140934113567994,0.000325833356280451,0.0225496416801534,0.345951230231658,0.347306613915834,0.600258461903636,-6.16716424458863,"NS",0.460985120670054
"MRC2","C-type mannose receptor 2 ",0.0577808786962962,0.0817345768282319,0.0123748477706467,0.00186118092865055,0.0295050278787167,0.128139828561839,0.221467180062874,-0.500354378566303,"Down",1.53010397066853
"MRCKA","Serine/threonine-protein kinase MRCK alpha ",0.0163336181477685,0.0151164295255204,0.00336817195459184,0.0012183933192931,0.587760359109566,0.443232875474582,0.766050151184204,0.111726987727311,"NS",0.230799707818547
"MRCKB","Serine/threonine-protein kinase MRCK beta ",0.0171966575418376,0.0190543432171503,0.00334002183529329,0.00305168967203535,0.51623757827094,0.41571698407332,0.718493767318645,-0.147991700598724,"NS",0.287150385220849
"MRE11","Double-strand break repair protein MRE11 ",0.00977726203928582,0.0150718788720383,0.00422569002072331,0.00381819341212557,0.182635506647177,0.266608383268149,0.460785748554552,-0.624356851688712,"NS",0.738414786265639
"MRES1","Mitochondrial transcription rescue factor 1 ",0.0503756871699568,0.041012080034978,0.0443642045772069,0.021035069513323,0.757734125357893,0.505429595688648,0.873546254383072,0.296678697865056,"NS",0.120483153398726
"MSH5","MutS protein homolog 5 ",0.0374172337423265,0.0165633141235651,0.00793966810414977,0.00274541296483679,0.0126503243519933,0.0970700741982751,0.167768568465122,1.17571153605394,"Up",1.89789833911464
"MSI2H","RNA-binding protein Musashi homolog 2 ",0.326983407172266,0.446875173351903,0.0966291970814903,0.0938099311043728,0.197953725877473,0.275907669604941,0.476857931143844,-0.450654468649575,"NS",0.703436319560685
"MSLN","Mesothelin ",0.00858295849387742,0.0127256338853261,0.00562680284280625,0.0036400012915234,0.344610147867238,0.346349872304058,0.598604902122989,-0.568190594351019,"NS",0.462671937863457
"MSMO1","Methylsterol monooxygenase 1 ",0.0578221521206995,0.0592023376676727,0.0215707372233995,0.00658157222073582,0.920685881892189,0.559348579749259,0.966735745002657,-0.0340318369072743,"NS",0.0358885164155048
"MSPD1","Motile sperm domain-containing protein 1 ",0.0268081016617098,0.0528918053993992,0.030068776152337,0.0243983068472006,0.308133997514328,0.331730209626076,0.573337383794754,-0.980375158258533,"NS",0.511260381792415
"MSPD2","Motile sperm domain-containing protein 2 ",0.0146438321130269,0.0235878204644514,0.00541575585792629,0.0107545577332925,0.267668485228735,0.313915326395663,0.54254748812789,-0.687748979632707,"NS",0.572402758797936
"MSRA","Mitochondrial peptide methionine sulfoxide reductase ",0.0421574830187919,0.0258556889230758,0.0153399330280435,0.00387954187112237,0.148906319432972,0.244970236874314,0.423388014240294,0.705306988665748,"NS",0.82708687083996
"MSRB3","Methionine-R-sulfoxide reductase B3, mitochondrial ",0.166560988568137,0.146776717993041,0.0423055128334886,0.0405118724157959,0.589943814445943,0.443754576331358,0.766951819454587,0.182427393168199,"NS",0.229189348083309
"MSS4","Guanine nucleotide exchange factor MSS4 ",0.169921158225454,0.139309523697092,0.0227194454089839,0.0172900376249533,0.136858247004688,0.236657863022637,0.409021536485323,0.286571615959899,"NS",0.863729027112371
"MSTN1","Musculoskeletal embryonic nuclear protein 1 ",1.73325450220058,0.925875413230865,0.466279147794604,0.381342890393469,0.0809972832771895,0.191239935323383,0.330524628188002,0.904593526895344,"NS",1.09152954751039
"MT1","Metallothionein-1 ",0.0567457701830718,0.0119656870793138,0.00989164428151178,0.00747364285023253,0.00332920519315713,0.0789930141908745,0.136525546302545,2.2456096182909,"Up",2.47765943659174
"MT2","Metallothionein-2 ",0.601751609653383,0.493282366015503,0.131582370554936,0.0781961223294439,0.286959238130484,0.322030879437451,0.55657379569352,0.286754381415039,"NS",0.542179789371419
"MTAP","S-methyl-5'-thioadenosine phosphorylase ",0.525856976725539,0.581741805473298,0.101563318695392,0.147262628411094,0.617171026712792,0.453905750272072,0.78449634009434,-0.145708516926851,"NS",0.209594470220859
"MTCH1","Mitochondrial carrier homolog 1 ",0.258146551382637,0.287566016212488,0.0703377063122464,0.0747845660772555,0.645696435603543,0.465863435299493,0.805163097751386,-0.15570286693017,"NS",0.189971610995408
"MTCH2","Mitochondrial carrier homolog 2 ",0.601590983270168,0.728630517374558,0.133942687248805,0.092193500050871,0.247409823744497,0.300709437043587,0.519723428599707,-0.276404477162404,"NS",0.606583060109792
"MTDC","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial ",0.188502088795134,0.122040436155886,0.0476170127875132,0.0212081509009387,0.0917916009602626,0.19757315448079,0.341470484782731,0.627221269079083,"NS",1.03719705543807
"MTMR1","Myotubularin-related protein 1 ",0.0366263045613076,0.0463425271543563,0.00904061338504014,0.0163428280282177,0.418501229727993,0.375005239404424,0.648130669533564,-0.339456572925732,"NS",0.378303261533811
"MTMR5","Myotubularin-related protein 5 ",0.0185907678847412,0.00936015243479678,0.0242224661374872,0.00579072965859086,0.555843448811397,0.429507194269513,0.742327722763273,0.989982431341258,"NS",0.255047508581455
"MTMR9","Myotubularin-related protein 9 ",0.0165968397466968,0.0182720575025649,0.00770800851095183,0.00178626691118765,0.732405808214862,0.49670190535267,0.858461975054274,-0.138730536116753,"NS",0.135248220261026
"MTNA","Methylthioribose-1-phosphate isomerase ",0.111274697514995,0.111278920965308,0.00803714073085947,0.0118660542920797,0.999617183872645,0.578373619660233,0.999617183872645,-5.47566996604763e-05,"NS",0.0001662867623521
"MTND","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase ",0.0513319894548402,0.0305424453736508,0.0200091587166033,0.00753842987045186,0.167457230671846,0.256669362906951,0.443607898102538,0.74904259983195,"NS",0.776096095224229
"MTOR","Serine/threonine-protein kinase mTOR ",0.0372997826808273,0.0555984655171919,0.0101677613383407,0.00533553366285158,0.0508399447375804,0.1587808707288,0.274424837951651,-0.575877841066962,"NS",1.29379493019075
"MTPN","Myotrophin ",0.922147313290303,0.621055810704047,0.0849934802058203,0.0536566994822029,0.00656815826674555,0.0855514225711133,0.14786060290418,0.570274319045704,"Up",2.18255639097599
"MTX1","Metaxin-1 ",0.110264830906691,0.102343222798627,0.0264885097454408,0.0122875325746425,0.662907171144697,0.470966237510062,0.813982394832371,0.107557145279699,"NS",0.178547282880606
"MTX2","Metaxin-2 ",0.0642011148199271,0.0546742885800284,0.00588506956670859,0.0146516189194928,0.354985691977395,0.351356302943679,0.607257637875654,0.231735806138673,"NS",0.449789151227979
"MUTA","Methylmalonyl-CoA mutase, mitochondrial ",0.133622620841345,0.120928207262656,0.0151193702971216,0.0162049608949357,0.377315575374056,0.359773208894625,0.621804780998378,0.144013459398392,"NS",0.423295266997809
"MVD1","Diphosphomevalonate decarboxylase ",0.17430511798036,0.164948956036111,0.0544853366800517,0.0608641053352375,0.852423422632123,0.537169938437884,0.928403860186017,0.0795952836766575,"NS",0.0693446253819026
"MVP","Major vault protein ",0.537338216241232,0.751396429661598,0.0208635701111898,0.119912104051779,0.038171160058827,0.143139118127579,0.247390816767818,-0.483743812708542,"Down",1.41826464121696
"MXRA7","Matrix-remodeling-associated protein 7 ",0.491851055329069,0.365409328985497,0.0854318172813222,0.021167657210333,0.0676111086756134,0.178248950388001,0.30807199318631,0.428708031164505,"NS",1.16998194251746
"MXRA8","Matrix remodeling-associated protein 8 ",0.106983359426356,0.0952558151231788,0.0197348625367531,0.0116005733799724,0.425032713999499,0.377770609070967,0.652910125138854,0.167507338901126,"NS",0.371577641802192
"MY18A","Unconventional myosin-XVIIIa ",0.393824620322557,0.313325746176185,0.074744732316353,0.0680086511594636,0.239775891738455,0.29762990103174,0.514400991664209,0.329889983767752,"NS",0.620194485170852
"MYADM","Myeloid-associated differentiation marker ",0.984390191762442,0.865772451134093,0.141803561757083,0.168297988403427,0.403380920129478,0.368674449259197,0.637189011059621,0.185242388439075,"NS",0.394284647715841
"MYBPH","Myosin-binding protein H ",1.68887270488355,2.15040098752654,0.212884579476744,0.124362204598052,0.0316040302689178,0.131804012367397,0.227800077989746,-0.348545113528844,"Down",1.50025753092771
"MYCBP","c-Myc-binding protein ",0.190362029363016,0.135216247387125,0.0107394741636929,0.0076041005036665,0.00191293421212,0.0694283837104503,0.119994762980788,0.493477225440399,"Up",2.71829996557362
"MYDGF","Myeloid-derived growth factor ",0.252711182639882,0.190422941133372,0.0528474765685159,0.0214865369875262,0.131577868924606,0.234405402521312,0.405128554256221,0.408282208653915,"NS",0.880817151848084
"MYEF2","Myelin expression factor 2 ",0.0851706263312176,0.07652936987943,0.00545909392638258,0.00915451170433841,0.232935414836885,0.29371521273477,0.507635140736473,0.154342438192826,"NS",0.632764477549579
"MYG","Myoglobin ",1.3963916476568,2.04790543085067,0.149355315938069,0.43236715033669,0.0691759339793867,0.179618938297699,0.310439776587351,-0.552445462691598,"NS",1.16004496851725
"MYG1","MYG1 exonuclease ",0.283934515828429,0.238888988934809,0.0179915801532059,0.0116363310637184,0.0219391579225449,0.116203707517319,0.200837691961576,0.249217880080329,"Up",1.65878004570435
"MYH1","Myosin-1 ",4.02632915719126,4.59777717798793,0.818705431468179,0.0928837863756533,0.295917882464678,0.325649407148336,0.562827785082326,-0.191471431326581,"NS",0.528828789415006
"MYH10","Myosin-10 ",0.118651861670325,0.173551595286757,0.0340120508579151,0.0872175638319252,0.367192518059555,0.356910522054195,0.616857129756225,-0.548629889614806,"NS",0.435106176595397
"MYH14","Myosin-14 ",0.214022133233555,0.269142816033946,0.0728107132102785,0.130985837048121,0.558719049669011,0.430134553279218,0.743412002587318,-0.330611915866125,"NS",0.252806521005874
"MYH3","Myosin-3 ",15.755186634525,18.6318449554456,2.51499853913445,1.37466355660632,0.157133402755826,0.249332646710719,0.430927673186231,-0.241943694858697,"NS",0.803731484657372
"MYH4","Myosin-4 ",1.63658472036455,1.81365816528994,0.224145543356322,0.243804815394695,0.406822358985589,0.37011419496071,0.639677358547677,-0.148214277497317,"NS",0.390595186237947
"MYH7","Myosin-7 ",0.619967017422193,0.479559674431839,0.227990011698396,0.121919926082953,0.40015156091163,0.366473526537886,0.633385102828311,0.370481115945093,"NS",0.397775484670346
"MYH8","Myosin-8 ",1.04540832975578,0.745028494401829,0.509512271553835,0.205028189836698,0.397126631525421,0.365904550131955,0.632401727077319,0.488699050632021,"NS",0.401070987938087
"MYH9","Myosin-9 ",3.46837191550704,5.75153429781311,0.824451715027506,2.39599703950827,0.193620478038573,0.272579905868971,0.471106476199724,-0.72968825750445,"NS",0.71304871196135
"MYL1","Myosin light chain 1/3, skeletal muscle isoform ",29.93356966994,16.3398725574011,4.0457948474225,2.4045749139987,0.00747598339972023,0.0860042992311331,0.14864332064258,0.873367603652871,"Up",2.12633167163482
"MYL3","Myosin light chain 3 ",0.0465635075382109,0.0202718762861124,0.0304837357934384,0.006158277959609,0.216969131391167,0.287088589681994,0.496182187058377,1.19972011251053,"NS",0.663602049654181
"MYL4","Myosin light chain 4 ",8.28000838363208,5.11097142873542,1.22298588496852,0.537925794605909,0.0147526687076722,0.101802985890424,0.17594857477316,0.696034702043944,"Up",1.83112941018212
"MYL6","Myosin light polypeptide 6 ",4.67067609128179,3.6359187063582,1.14570582414476,1.50985276510717,0.397890357295649,0.365904550131955,0.632401727077319,0.361311455116359,"NS",0.400236585668978
"MYL6B","Myosin light chain 6B ",5.83151727734145,4.17270362425946,0.458397869579986,0.493885323248924,0.0130132604260574,0.0970700741982751,0.167768568465122,0.482888847318161,"Up",1.88561387886919
"MYL9","Myosin regulatory light polypeptide 9 ",0.0685405529569794,0.0457793644654497,0.011295780765772,0.0066374002369754,0.0395861335856543,0.143998781896933,0.24887659455399,0.582260396234811,"Up",1.40245691412087
"MYO10","Unconventional myosin-X ",0.0862185955424519,0.119892193361395,0.0145328535576485,0.0096069060589324,0.0286244856461275,0.127415789659522,0.220215806030681,-0.475666755382294,"Down",1.54326230842692
"MYO1C","Unconventional myosin-Ic ",0.274773146494072,0.352119818673814,0.018074022216732,0.0913987824407786,0.223839237933235,0.289525662026664,0.50039423842321,-0.357825413132277,"NS",0.65006378141709
"MYO1E","Unconventional myosin-Ie ",0.0804299646223546,0.103158214113155,0.0200728985038015,0.0193597082246087,0.230908992619445,0.293313665489137,0.506941136872487,-0.359053711778221,"NS",0.636559153401776
"MYOF","Myoferlin ",0.725951738462206,1.2082894899781,0.0267539107176258,0.238622577704295,0.0253688885803317,0.122312491985775,0.211395652628644,-0.735020600858468,"Down",1.595698558951
"MYOM1","Myomesin-1 ",0.199808760342799,0.202465341632862,0.017062103499151,0.0456360335021793,0.929299828531599,0.561533017282481,0.970511161482729,-0.0190551285868994,"NS",0.0318441429832344
"MYOM3","Myomesin-3 ",0.136844080049288,0.11214017813659,0.0309863519358913,0.0168134543613327,0.291617810532491,0.324114481007094,0.560174934926983,0.287229757601691,"NS",0.535185955046216
"MYORG","Myogenesis-regulating glycosidase ",0.0176591548847253,0.00294270906979338,0.0177162507403679,0.00167867545451576,0.225314487327562,0.290172210320714,0.501511683553774,2.58519947874044,"NS",0.647210883002584
"MYPC2","Myosin-binding protein C, fast-type ",0.243440282418688,0.10919255916477,0.200755896882203,0.0322888598647294,0.316600229326148,0.336303795741736,0.581242023836637,1.15669336429258,"NS",0.49948877489677
"MYPT1","Protein phosphatase 1 regulatory subunit 12A ",0.188761382659631,0.136831427975969,0.0225340293770055,0.0118759306252105,0.0242054351480744,0.120570134822699,0.208384294396783,0.464164012126472,"Up",1.61608710551601
"N6MT1","Methyltransferase N6AMT1 ",0.0387777285844513,0.0322962173149094,0.00550401858504058,0.013106774313262,0.473870468198431,0.401444063196657,0.693825531272975,0.263863100106355,"NS",0.324340355867172
"NAA10","N-alpha-acetyltransferase 10 ",0.178398270693623,0.158651935534654,0.0252835758621388,0.00342589392540257,0.251161614602604,0.302915489925059,0.523536203411508,0.169236508469458,"NS",0.600046733725063
"NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit ",0.286233919484652,0.252381176367021,0.0406747639026226,0.0127757798108688,0.241035410001163,0.29788940796274,0.514849503800213,0.181590333250168,"NS",0.61791915145645
"NAA25","N-alpha-acetyltransferase 25, NatB auxiliary subunit ",0.0571074887806131,0.0763224820725273,0.0192008288496009,0.00904130066933742,0.191915796577006,0.271267872528534,0.468838857089286,-0.418428144228384,"NS",0.716889277042116
"NAA30","N-alpha-acetyltransferase 30 ",0.0210789069027465,0.0413633394751213,0.00745411920848898,0.0192373740405987,0.163787685520679,0.254443375520408,0.439760670001126,-0.97255261204044,"NS",0.785718754049728
"NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit ",0.0524208353577945,0.0302740975363961,0.0211338713182402,0.00500794125533384,0.152120733519137,0.246079529943858,0.42530523241307,0.792056389903087,"NS",0.817811589107512
"NAA50","N-alpha-acetyltransferase 50 ",0.0692310119008859,0.0843089230946621,0.00720471872442505,0.00292244248919061,0.0283314129568481,0.126909842620142,0.21934136546579,-0.284266896158467,"Down",1.54773176561157
"NAB1","NGFI-A-binding protein 1 ",0.0516020180202939,0.0722039756694463,0.00565027369022754,0.0444710668445932,0.470599695539593,0.400164072193436,0.691613291712716,-0.484650789666291,"NS",0.327348358132198
"NACAM","Nascent polypeptide-associated complex subunit alpha, muscle-specific form ",4.79204867673104,2.71198171940673,0.564976231905889,0.0172358351333792,0.00310758226914389,0.0772296526590741,0.133477885709721,0.82129510906107,"Up",2.50757736516024
"NAGAB","Alpha-N-acetylgalactosaminidase ",0.0697304256132822,0.0908235388444869,0.0159994195205787,0.020305709043995,0.230465999791788,0.293001394403965,0.50640143116643,-0.381277963542593,"NS",0.63739313618307
"NAGK","N-acetyl-D-glucosamine kinase ",0.00533102362401955,0.024289533154176,0.00385462572095416,0.00287436286932591,0.00240440668860108,0.0719229330737184,0.124306153273807,-2.18785028117613,"Down",2.61899207257728
"NAKD2","NAD kinase 2, mitochondrial ",0.0241711833884607,0.0254097777046735,0.00120570739243933,0.00533975765308327,0.715118815044252,0.490381375735569,0.847538050100468,-0.0720956469175736,"NS",0.145621795358096
"NAMPT","Nicotinamide phosphoribosyltransferase ",0.0473639951258076,0.0363753341663588,0.00932996311910739,0.00958010740863635,0.227746176276679,0.291270421652896,0.503409748890531,0.380830275025802,"NS",0.642548905840711
"NASP","Nuclear autoantigenic sperm protein ",0.00643350661444951,0.0119839105745458,0.0010130273837174,0.0121711298720039,0.475216099286388,0.402393048767668,0.695465686099862,-0.897421558297887,"NS",0.323108854826514
"NB5R1","NADH-cytochrome b5 reductase 1 ",0.627678215718224,0.876434380657859,0.172651331365857,0.0657942597123787,0.0800807536114044,0.190694139188437,0.329581315462735,-0.48162093986999,"NS",1.09647184851907
